,Customer Type,Type of Travel,Class,satisfaction,Flight Distance,Inflight entertainment,Baggage handling,Arrival Delay in Minutes
59903,2,2,3,1,597,2,5,5.0
59905,1,1,3,1,2075,4,4,0.0
59906,1,2,2,2,2662,3,3,0.0
59908,1,2,3,2,590,3,3,55.0
59910,1,2,2,2,2823,5,5,0.0
59911,1,2,2,2,507,4,4,5.0
59912,1,1,3,1,337,4,3,72.0
59913,1,1,3,2,247,1,5,12.0
59914,1,2,2,2,1565,5,5,17.0
59915,1,1,3,1,393,2,4,0.0
59916,2,2,3,1,1035,5,5,109.0
59917,1,1,3,1,1010,5,5,0.0
59918,2,2,3,1,731,3,3,95.0
59920,1,2,2,2,590,5,5,6.0
59921,1,1,3,1,678,3,3,1.0
59922,1,1,3,1,397,1,1,13.0
59923,2,2,3,1,234,2,4,0.0
59924,1,2,2,2,1933,3,3,80.0
59926,1,2,3,2,108,5,4,17.0
59927,1,1,2,1,1072,2,4,25.0
59928,1,2,3,2,201,5,4,0.0
59930,1,2,1,1,106,1,1,0.0
59931,1,2,3,1,589,1,3,0.0
59932,1,2,2,1,2380,1,1,0.0
59933,1,2,2,1,1721,1,1,4.0
59934,2,2,2,2,283,3,5,0.0
59936,1,2,1,1,612,4,4,0.0
59937,2,2,3,1,483,5,4,0.0
59938,1,2,3,2,152,5,5,38.0
59939,1,2,3,1,1037,3,4,11.0
59940,1,2,2,2,1371,5,5,13.0
59941,1,2,2,2,1246,4,4,0.0
59942,2,2,2,1,2704,3,4,12.0
59944,1,2,2,2,542,5,5,31.0
59945,1,2,2,2,937,4,4,10.0
59946,1,2,2,2,2504,4,4,417.0
59948,1,2,2,2,429,3,3,0.0
59949,2,2,3,2,1056,4,2,0.0
59950,1,2,1,1,501,2,3,10.0
59951,2,2,2,1,189,2,4,73.0
59952,2,2,2,2,804,5,4,0.0
59953,1,2,2,1,633,1,1,0.0
59954,1,2,3,2,109,5,3,0.0
59955,1,2,2,2,2995,4,4,18.0
59956,1,2,2,1,3987,4,4,3.0
59957,1,1,1,1,2153,4,4,6.0
59958,1,1,3,1,854,2,5,31.0
59959,1,2,2,1,3768,3,3,20.0
59961,1,2,2,1,3092,3,1,14.0
59962,1,1,1,1,1437,4,4,0.0
59963,1,1,3,1,1013,4,1,61.0
59964,1,2,2,2,2521,4,4,48.0
59965,1,1,3,1,1362,1,4,21.0
59966,1,2,2,1,2093,4,4,4.0
59967,1,2,1,2,115,4,4,2.0
59969,2,2,3,2,529,5,3,7.0
59970,2,2,3,1,814,4,4,39.0
59972,1,2,2,2,1565,4,5,0.0
59973,1,2,2,2,3389,4,3,20.0
59975,1,2,3,2,371,3,4,120.0
59976,1,2,2,1,2348,3,3,21.0
59977,1,2,3,1,913,1,1,0.0
59978,1,1,3,1,321,4,2,0.0
59979,1,2,1,2,472,4,2,0.0
59981,1,2,2,1,1450,2,2,0.0
59982,1,2,2,2,1337,3,5,0.0
59983,2,2,3,2,591,2,5,0.0
59984,1,1,3,1,1476,4,2,0.0
59986,1,1,1,2,1609,5,5,0.0
59988,1,1,3,2,846,5,5,0.0
59989,2,2,2,1,469,4,5,0.0
59990,2,2,2,2,1045,1,4,0.0
59991,2,2,2,1,2358,3,4,0.0
59992,1,1,3,1,1258,4,4,10.0
59994,2,2,2,1,526,5,5,16.0
59995,1,2,3,1,1592,1,2,0.0
59996,1,2,2,1,2161,5,4,0.0
59997,1,1,3,1,293,2,3,18.0
59998,1,2,1,2,405,5,1,0.0
59999,1,2,2,2,1732,4,4,14.0
60000,1,2,3,2,689,5,5,0.0
60002,2,2,3,1,576,4,3,0.0
60003,1,2,3,2,395,5,3,0.0
60009,1,2,1,2,212,4,3,0.0
60011,1,2,2,2,3108,4,5,21.0
60012,1,2,2,2,1620,4,4,16.0
60014,1,2,2,2,3122,2,2,3.0
60017,1,2,2,1,2616,1,4,0.0
60018,1,1,3,1,1995,3,4,0.0
60019,1,1,3,1,78,5,4,0.0
60020,1,1,3,1,227,3,3,6.0
60021,1,1,3,1,907,3,2,23.0
60022,1,2,2,2,356,4,4,0.0
60023,1,1,3,1,1855,3,4,60.0
60026,1,2,2,2,342,5,4,0.0
60027,1,2,2,1,2684,2,3,3.0
60028,1,2,2,1,937,1,1,0.0
60029,1,2,2,2,190,4,2,0.0
60030,1,1,2,2,678,1,1,0.0
60031,1,2,2,2,448,4,4,51.0
60032,2,2,2,2,1235,2,5,0.0
60033,1,2,2,1,2868,1,1,0.0
60034,1,2,2,2,1416,5,5,10.0
60035,1,1,1,1,402,4,4,6.0
60036,1,2,2,1,3553,3,3,16.0
60037,1,2,2,1,101,2,1,14.0
60038,1,2,3,1,1739,4,4,15.0
60039,2,2,2,1,581,4,4,0.0
60040,1,2,2,1,3925,2,2,0.0
60041,1,1,3,2,1121,5,1,0.0
60042,1,2,2,2,1440,4,4,4.0
60043,2,2,2,1,590,3,4,0.0
60044,1,2,1,1,127,2,3,58.0
60045,2,2,1,1,162,2,1,75.0
60046,1,2,2,2,3392,4,4,13.0
60047,2,2,3,1,637,1,2,21.0
60048,2,2,2,2,1111,1,5,84.0
60049,1,2,2,1,399,3,4,0.0
60051,1,1,3,1,925,2,5,0.0
60054,1,2,2,2,760,4,4,4.0
60055,2,2,3,1,100,2,3,0.0
60056,1,1,3,1,488,5,2,0.0
60057,1,2,2,1,2193,1,3,9.0
60058,1,2,2,1,1013,2,3,0.0
60060,1,2,3,1,441,2,2,10.0
60061,1,1,3,2,157,5,5,0.0
60062,1,2,2,2,2796,5,5,0.0
60063,1,2,3,2,376,3,3,1.0
60064,1,1,3,1,319,5,4,8.0
60065,2,2,3,1,143,1,3,0.0
60066,2,2,3,1,628,3,5,0.0
60067,1,2,2,2,2152,4,4,2.0
60068,1,2,1,2,192,4,4,1.0
60069,2,2,2,2,281,1,4,2.0
60070,2,2,3,1,209,4,2,0.0
60071,2,2,2,1,772,2,5,0.0
60072,1,2,2,1,3347,2,2,37.0
60073,1,2,2,2,2740,4,5,9.0
60075,1,2,2,1,2776,1,3,22.0
60076,1,2,2,2,1914,4,2,0.0
60077,1,2,2,2,363,2,2,0.0
60078,1,2,2,2,1101,5,5,0.0
60081,1,2,2,1,1887,2,4,0.0
60082,1,1,3,1,223,1,1,10.0
60083,1,1,1,1,391,5,4,5.0
60084,1,2,3,2,760,5,5,0.0
60085,1,2,2,2,3296,5,5,19.0
60086,1,2,2,1,134,2,2,0.0
60087,2,2,3,1,737,2,1,6.0
60089,1,1,3,1,1034,3,3,5.0
60090,1,1,2,1,377,5,5,0.0
60091,1,1,3,1,323,5,5,0.0
60092,1,2,3,1,932,4,4,45.0
60093,1,1,1,1,447,4,3,3.0
60095,1,2,3,2,86,5,5,0.0
60096,1,2,2,2,200,5,4,9.0
60097,1,1,3,1,425,1,5,19.0
60098,2,2,2,2,992,5,4,1.0
60100,1,2,3,1,1107,1,3,0.0
60102,1,2,2,2,3535,5,5,40.0
60104,1,2,2,2,2059,4,4,0.0
60105,2,2,3,1,1085,1,4,152.0
60106,1,1,3,1,102,3,4,0.0
60107,1,2,2,2,1791,4,4,0.0
60108,1,1,3,1,777,2,3,23.0
60109,2,2,3,1,308,3,4,24.0
60111,1,2,2,1,2475,1,4,171.0
60112,1,2,2,2,297,5,5,5.0
60113,1,2,1,2,814,4,4,68.0
60114,1,1,2,1,631,1,4,82.0
60115,2,2,3,1,157,4,2,0.0
60117,2,2,3,1,1288,5,3,7.0
60118,1,1,3,1,542,1,5,6.0
60119,1,2,2,2,2073,4,4,0.0
60120,2,2,1,1,1204,4,1,0.0
60121,1,2,3,2,421,3,3,0.0
60122,1,1,3,1,844,1,3,14.0
60123,1,1,3,1,744,4,3,3.0
60126,2,2,1,1,1081,4,1,24.0
60127,1,2,2,2,2116,5,4,11.0
60129,2,2,3,1,834,2,4,2.0
60130,2,2,2,2,627,1,5,0.0
60131,1,2,3,1,971,2,3,358.0
60132,1,1,3,1,1497,2,4,0.0
60133,1,1,3,1,1045,3,5,0.0
60134,2,2,2,1,300,1,4,7.0
60135,2,2,2,1,908,4,4,0.0
60136,1,1,3,2,2565,2,4,0.0
60139,1,1,3,1,544,1,3,24.0
60142,1,1,1,1,761,1,5,104.0
60144,2,2,3,1,1322,5,3,34.0
60145,2,2,2,2,361,1,4,30.0
60146,1,1,3,1,300,3,5,0.0
60147,2,2,3,1,341,4,4,0.0
60148,1,1,3,1,677,2,2,0.0
60150,2,2,2,1,672,3,4,0.0
60151,2,2,2,2,894,2,3,20.0
60152,1,1,3,1,742,4,4,7.0
60153,1,2,2,2,1028,3,3,0.0
60154,1,2,2,2,515,5,5,5.0
60155,1,2,2,2,1727,4,3,0.0
60156,1,2,2,2,1843,3,5,0.0
60157,2,2,3,1,854,5,3,23.0
60158,2,2,3,1,1062,2,3,19.0
60159,1,1,3,1,306,3,2,19.0
60161,1,1,3,1,604,1,1,0.0
60162,2,2,3,1,235,4,3,0.0
60163,1,1,3,1,1635,2,5,70.0
60164,1,1,3,1,611,2,2,0.0
60165,1,2,2,2,3754,5,5,0.0
60167,1,2,2,1,601,3,3,21.0
60169,2,2,3,1,469,1,4,0.0
60170,2,2,2,2,1044,2,5,2.0
60172,1,2,3,1,239,1,3,24.0
60173,1,1,1,1,977,3,5,3.0
60176,1,2,2,2,2885,5,5,0.0
60177,2,2,2,1,235,4,5,0.0
60178,1,1,3,1,77,5,5,30.0
60179,1,1,3,1,937,5,5,49.0
60180,1,2,3,1,541,2,3,14.0
60181,2,2,3,1,1990,4,2,0.0
60182,1,2,2,2,785,5,5,0.0
60183,2,2,3,1,502,2,4,13.0
60186,1,1,3,1,442,2,2,0.0
60187,1,2,2,1,239,2,2,24.0
60188,2,2,2,2,277,5,4,0.0
60189,2,2,2,2,453,2,4,0.0
60190,1,1,3,1,2106,5,1,24.0
60191,2,2,2,2,969,4,3,0.0
60192,1,1,3,1,438,5,5,165.0
60194,1,2,2,2,1917,4,4,0.0
60195,1,2,3,2,714,4,1,0.0
60196,2,2,2,1,1076,1,3,33.0
60197,1,2,2,2,3179,5,5,0.0
60198,1,1,1,1,1546,1,2,0.0
60199,1,2,2,2,882,2,2,15.0
60200,1,2,2,1,192,2,2,9.0
60201,1,1,3,1,2227,2,2,0.0
60202,1,2,2,1,369,2,2,41.0
60203,1,2,2,2,3122,2,2,0.0
60204,1,2,2,2,725,3,3,64.0
60206,1,2,3,1,315,3,3,227.0
60207,1,2,2,2,630,4,1,0.0
60208,1,2,2,1,650,2,2,5.0
60209,1,1,3,1,984,2,4,0.0
60211,1,1,3,1,2182,4,4,6.0
60212,1,2,2,2,1021,5,5,23.0
60214,2,2,3,1,1127,2,5,0.0
60215,1,1,3,1,600,2,2,59.0
60216,1,2,2,1,473,1,1,0.0
60218,1,2,2,2,312,4,4,12.0
60219,1,2,2,2,1638,4,5,0.0
60224,1,2,2,2,3544,3,5,0.0
60225,1,1,3,1,950,1,1,0.0
60226,1,2,1,2,946,5,5,0.0
60227,1,2,2,2,2396,4,4,23.0
60228,2,2,3,1,362,4,4,0.0
60229,1,2,2,2,678,5,4,3.0
60231,2,2,2,1,2288,4,4,0.0
60232,1,2,2,1,759,2,2,7.0
60234,1,2,2,1,2029,2,4,0.0
60235,1,2,2,2,1428,5,5,2.0
60236,1,2,2,2,2321,5,5,0.0
60238,1,1,3,1,373,2,2,0.0
60239,2,2,2,1,408,1,4,0.0
60240,1,2,2,2,2803,5,5,29.0
60241,1,2,2,2,571,4,1,0.0
60242,1,2,1,2,89,5,3,0.0
60243,1,1,3,1,1042,4,5,0.0
60244,2,2,3,1,489,4,3,0.0
60245,1,2,2,2,2031,2,4,0.0
60247,1,1,1,2,911,3,4,0.0
60248,1,2,2,2,3656,4,4,41.0
60249,1,2,2,2,3043,5,5,0.0
60250,1,2,2,2,507,5,5,37.0
60251,2,2,3,1,813,3,4,9.0
60252,1,2,2,2,799,2,2,15.0
60254,1,1,3,1,213,5,3,83.0
60257,2,2,3,1,258,2,3,6.0
60258,1,1,3,1,562,2,5,0.0
60259,1,2,2,2,1481,5,5,8.0
60260,1,2,2,1,522,3,4,0.0
60262,1,2,2,1,1800,3,1,20.0
60264,1,2,2,1,309,1,1,0.0
60266,1,2,2,2,859,3,5,18.0
60267,1,2,2,1,3982,4,4,3.0
60268,1,2,2,1,3413,2,2,0.0
60269,1,2,2,1,1692,1,4,195.0
60270,1,2,2,2,436,5,5,6.0
60271,2,2,2,1,284,1,1,0.0
60272,1,2,2,2,3069,4,4,11.0
60273,2,2,2,1,781,4,5,0.0
60275,1,2,2,2,2561,4,4,6.0
60276,1,2,2,2,3114,4,4,2.0
60277,2,2,3,1,600,5,4,0.0
60278,1,2,2,2,2876,5,5,0.0
60279,1,2,3,2,458,4,3,38.0
60280,2,2,3,1,740,1,3,0.0
60281,1,2,3,1,73,1,4,24.0
60282,1,2,3,1,1201,3,3,13.0
60283,1,1,3,1,2165,2,3,0.0
60284,1,2,3,1,300,3,4,0.0
60285,1,2,2,2,2587,3,5,0.0
60286,1,1,1,1,1325,1,3,8.0
60287,1,2,1,1,793,2,3,18.0
60288,1,1,3,1,362,4,4,0.0
60289,1,1,2,1,853,1,4,24.0
60290,1,2,2,2,1005,5,5,11.0
60291,1,1,3,1,268,5,5,0.0
60292,1,1,3,1,433,3,4,51.0
60294,1,1,3,1,106,2,4,0.0
60295,1,2,2,2,3987,5,5,23.0
60296,1,2,2,2,717,2,2,0.0
60297,1,1,3,1,526,1,1,0.0
60299,2,2,2,1,547,3,5,0.0
60300,1,2,3,1,277,1,1,0.0
60301,1,2,2,2,2075,4,4,29.0
60304,2,2,3,1,1009,2,3,0.0
60305,1,1,2,1,436,5,4,0.0
60306,1,2,2,1,2569,2,2,0.0
60308,1,1,2,1,1185,4,4,3.0
60310,2,2,3,1,763,2,3,41.0
60311,1,2,2,1,2296,2,2,0.0
60312,1,2,2,1,2786,2,3,6.0
60313,1,1,3,1,1723,1,4,5.0
60314,1,2,2,1,3099,2,3,6.0
60317,1,2,2,1,3907,1,1,0.0
60318,2,2,2,1,862,4,3,46.0
60320,2,2,3,1,483,3,2,0.0
60322,2,2,3,1,164,3,3,49.0
60323,1,2,2,2,1595,2,2,15.0
60324,1,1,2,2,2762,1,2,14.0
60325,1,2,3,2,118,2,1,10.0
60326,1,1,3,1,224,5,5,18.0
60327,1,1,3,1,909,3,3,15.0
60328,2,2,3,1,1788,3,3,7.0
60329,1,1,3,1,409,5,4,0.0
60330,1,1,3,1,337,2,1,0.0
60331,1,2,2,2,102,4,4,98.0
60332,1,1,1,2,414,5,1,20.0
60333,2,2,3,1,272,3,5,0.0
60334,1,2,2,2,140,5,4,29.0
60337,2,2,3,1,670,2,2,10.0
60338,1,1,3,1,208,5,2,0.0
60339,1,2,2,2,1824,4,5,2.0
60340,1,2,2,2,218,4,5,0.0
60341,1,2,2,2,2728,4,4,12.0
60343,2,2,2,1,1180,5,5,17.0
60345,1,2,3,1,412,2,3,0.0
60346,1,1,3,1,205,3,3,0.0
60347,1,1,3,2,542,1,3,0.0
60349,1,1,3,1,362,2,5,0.0
60350,1,1,3,1,927,4,4,41.0
60351,1,2,2,2,1416,5,5,2.0
60352,1,2,2,2,2185,4,4,13.0
60353,2,2,2,1,508,5,5,28.0
60354,1,2,2,2,2597,4,2,0.0
60356,1,1,3,1,861,2,3,0.0
60357,1,1,2,1,357,5,5,0.0
60360,1,1,3,1,967,5,4,0.0
60361,1,1,3,1,1119,4,5,0.0
60363,2,2,1,1,101,1,2,1.0
60364,1,1,3,1,1250,3,1,0.0
60365,1,2,2,1,3106,2,2,125.0
60366,1,1,3,2,315,2,4,13.0
60368,1,2,2,2,1846,4,4,4.0
60369,1,2,2,2,2959,4,4,0.0
60370,1,1,3,1,946,4,3,0.0
60371,1,2,1,2,140,5,4,0.0
60373,1,2,3,1,738,2,3,416.0
60374,1,2,2,1,1679,1,2,119.0
60375,1,2,3,1,447,4,4,53.0
60376,1,2,3,1,480,1,1,134.0
60377,1,1,3,1,416,2,4,8.0
60378,1,1,3,1,843,1,4,24.0
60379,1,2,3,1,1521,4,4,12.0
60380,1,2,2,2,157,5,3,6.0
60381,2,2,2,1,1618,2,5,9.0
60382,2,2,3,1,533,4,4,0.0
60383,1,1,3,1,2442,5,4,0.0
60384,1,2,2,2,273,5,4,0.0
60385,1,1,3,1,239,4,5,0.0
60386,1,2,2,2,1753,5,5,0.0
60387,1,1,3,1,2704,4,4,0.0
60388,1,2,2,2,2419,2,3,62.0
60389,2,2,2,2,867,1,4,0.0
60390,1,1,3,1,462,5,5,0.0
60391,2,2,3,1,1272,4,2,26.0
60393,1,1,3,1,819,2,2,0.0
60394,1,1,3,1,1990,5,5,0.0
60396,1,1,3,1,760,1,5,0.0
60397,2,2,3,1,438,5,4,0.0
60398,1,2,1,1,326,3,3,13.0
60399,1,2,1,2,1262,5,1,1.0
60401,2,2,3,1,679,4,5,2.0
60403,2,1,3,1,666,4,2,0.0
60405,1,2,1,2,192,5,5,0.0
60406,1,1,3,1,1448,4,3,4.0
60407,1,2,2,2,2940,3,5,0.0
60408,1,1,3,1,239,4,5,33.0
60409,1,1,3,1,997,2,2,20.0
60410,1,2,2,2,2816,3,3,40.0
60411,1,2,2,2,2154,5,5,107.0
60412,2,2,3,1,282,1,4,0.0
60414,1,1,3,1,1440,4,3,30.0
60417,1,2,2,1,986,2,2,50.0
60419,1,2,2,2,3367,4,4,10.0
60420,1,1,3,1,776,1,1,4.0
60421,1,2,2,2,2724,5,3,0.0
60422,1,2,1,2,946,4,2,0.0
60423,1,2,2,1,1541,3,3,0.0
60424,1,2,2,2,770,4,4,0.0
60425,1,1,3,1,602,3,5,0.0
60426,1,2,2,1,2764,2,2,21.0
60427,2,2,2,1,414,2,4,11.0
60428,2,2,3,1,321,4,4,4.0
60429,2,2,3,1,285,3,4,0.0
60431,1,2,3,1,711,3,1,0.0
60432,1,2,3,1,944,2,2,50.0
60434,1,1,3,2,1709,1,4,3.0
60435,1,1,2,2,1476,1,1,45.0
60436,1,2,2,1,2464,2,2,7.0
60437,2,2,1,1,261,3,3,0.0
60438,1,2,2,1,2524,2,2,0.0
60439,2,2,3,2,696,2,5,0.0
60440,1,2,1,2,788,4,3,0.0
60442,2,2,2,1,1066,1,2,16.0
60443,2,2,3,1,548,5,3,2.0
60444,1,1,3,1,1990,1,3,12.0
60445,1,2,2,2,3761,4,4,2.0
60446,2,2,2,2,1546,2,5,31.0
60448,1,1,3,1,1182,4,4,3.0
60450,1,2,2,2,557,5,5,29.0
60452,2,2,3,1,1121,3,3,30.0
60453,2,2,3,1,1372,2,3,0.0
60454,1,1,3,1,1562,1,1,0.0
60455,1,2,2,2,2005,3,3,0.0
60456,1,1,3,1,266,5,5,0.0
60458,1,2,3,1,419,2,2,9.0
60460,2,2,3,1,601,5,5,1.0
60461,2,2,3,1,413,5,2,0.0
60462,1,1,3,1,1127,4,4,0.0
60463,1,2,3,2,834,4,2,0.0
60464,1,1,3,1,621,3,4,0.0
60466,1,2,3,2,549,5,1,0.0
60467,1,2,1,2,285,5,1,0.0
60470,1,2,2,1,2957,3,1,69.0
60473,1,2,3,2,406,3,3,0.0
60475,1,2,1,1,925,2,3,5.0
60476,1,2,2,2,1953,2,2,123.0
60477,2,2,1,1,607,5,3,145.0
60478,1,2,3,2,837,4,2,0.0
60479,1,2,2,1,1638,3,3,0.0
60480,1,2,2,1,359,2,2,49.0
60481,1,1,3,1,562,4,5,6.0
60482,2,2,2,2,925,4,5,25.0
60483,1,2,2,2,621,5,4,3.0
60484,1,1,3,1,907,2,4,8.0
60485,1,2,2,1,3795,4,4,4.0
60486,2,2,2,1,746,1,5,20.0
60487,1,1,3,1,259,1,4,28.0
60488,1,2,3,1,349,4,4,0.0
60489,1,2,2,2,1781,5,4,0.0
60490,1,2,3,2,1081,4,4,0.0
60491,1,1,3,2,366,4,4,0.0
60492,2,2,3,2,622,3,3,69.0
60493,1,1,3,1,302,1,5,6.0
60494,2,2,2,2,738,3,4,13.0
60495,2,2,3,1,785,3,3,0.0
60496,1,1,3,1,300,1,3,30.0
60497,1,2,2,1,3790,3,3,0.0
60498,1,2,2,1,369,2,2,69.0
60499,1,1,3,1,373,4,5,0.0
60500,2,2,3,1,997,1,4,0.0
60501,1,2,2,2,1033,3,3,6.0
60502,1,2,2,2,1237,5,2,0.0
60503,2,2,2,1,223,4,5,0.0
60504,1,2,2,2,2238,4,3,0.0
60505,1,2,2,2,2190,5,5,0.0
60507,2,2,3,1,748,4,4,35.0
60508,2,2,2,1,1337,2,4,20.0
60509,1,2,2,2,811,5,4,0.0
60511,2,2,3,1,175,3,5,0.0
60513,1,2,2,1,1204,1,1,10.0
60514,1,2,2,2,2492,2,2,0.0
60515,1,1,1,1,151,1,4,12.0
60516,1,1,3,1,1111,3,4,561.0
60519,1,2,2,2,86,5,5,0.0
60520,1,2,2,1,447,3,3,81.0
60521,2,2,3,1,677,4,5,0.0
60522,1,2,3,2,515,3,5,6.0
60523,2,2,2,1,689,4,3,93.0
60526,1,1,3,1,438,2,3,0.0
60527,1,2,2,2,2636,4,3,0.0
60528,1,1,1,2,719,5,4,0.0
60529,2,2,3,1,993,5,3,0.0
60530,1,2,2,2,3102,4,4,54.0
60531,1,2,3,2,1035,5,5,0.0
60532,1,2,2,2,584,3,3,0.0
60533,1,1,1,1,862,3,1,18.0
60534,2,2,3,1,130,3,5,18.0
60535,1,2,1,2,1069,5,5,18.0
60536,1,1,3,1,594,5,5,6.0
60537,1,2,2,2,1566,4,4,0.0
60538,2,2,1,1,633,5,4,20.0
60539,1,2,3,2,544,4,4,49.0
60540,1,1,3,1,844,2,4,0.0
60541,1,2,2,2,2106,5,2,2.0
60542,1,2,3,2,674,5,1,4.0
60544,1,2,2,2,888,3,3,115.0
60545,1,2,2,2,2982,3,3,0.0
60546,1,2,2,1,3240,1,1,86.0
60547,1,1,1,1,813,5,4,0.0
60548,1,2,2,1,3098,2,3,5.0
60549,1,2,2,1,214,1,2,0.0
60550,2,2,3,1,1506,3,4,0.0
60551,1,1,3,1,230,1,4,0.0
60553,1,1,3,1,399,3,3,0.0
60554,2,2,2,1,762,5,4,0.0
60555,1,2,3,1,1100,4,4,0.0
60556,1,1,2,1,338,1,1,0.0
60558,2,2,3,1,164,2,4,85.0
60559,1,2,1,1,1616,4,4,0.0
60560,2,2,3,1,309,4,4,0.0
60562,1,1,3,1,1605,4,4,29.0
60563,1,1,3,1,1183,5,3,12.0
60565,1,1,1,1,1744,3,5,0.0
60566,1,2,1,1,1121,2,3,0.0
60569,1,2,2,2,214,5,4,1.0
60570,1,2,2,1,1438,4,4,1.0
60571,1,2,2,2,2162,5,5,12.0
60572,1,1,3,2,511,1,2,0.0
60574,1,2,2,2,993,4,4,3.0
60575,2,2,3,1,236,2,4,0.0
60576,2,2,3,1,749,4,3,13.0
60577,1,1,3,1,153,4,1,0.0
60578,1,2,2,2,205,4,5,0.0
60579,1,1,1,1,950,4,4,0.0
60580,1,1,3,1,1154,4,2,41.0
60581,2,2,3,1,641,3,4,13.0
60582,1,1,3,1,1379,3,4,1.0
60584,1,1,1,1,328,2,2,17.0
60585,1,2,2,1,315,4,4,10.0
60586,1,1,3,1,323,4,5,0.0
60587,1,1,2,1,1009,3,4,0.0
60588,1,1,3,1,835,5,4,0.0
60589,1,1,3,1,584,3,2,0.0
60591,1,1,3,1,516,2,2,20.0
60593,1,2,2,2,258,3,4,187.0
60594,1,1,1,1,329,1,1,0.0
60595,1,2,3,1,786,1,2,26.0
60596,1,1,3,2,1721,3,5,86.0
60597,1,2,2,2,986,3,3,41.0
60598,1,1,1,1,2248,4,3,28.0
60600,1,1,3,1,888,4,3,0.0
60601,1,2,2,1,2583,4,2,179.0
60602,2,2,2,2,562,5,5,95.0
60603,1,2,2,1,2075,2,2,0.0
60604,1,1,3,1,1956,1,5,94.0
60605,1,1,1,1,925,2,5,17.0
60606,2,2,2,1,342,2,4,71.0
60607,1,2,2,1,188,3,2,1.0
60609,1,2,2,2,954,4,2,0.0
60610,1,1,2,1,695,2,5,0.0
60611,1,2,2,2,436,4,4,0.0
60612,1,2,2,2,667,4,4,32.0
60613,1,2,2,1,3385,2,2,0.0
60614,1,2,2,2,2414,3,5,0.0
60615,1,2,2,2,3988,4,4,0.0
60616,1,2,2,1,3093,1,3,0.0
60617,1,1,3,1,265,2,4,49.0
60619,2,2,1,1,1399,1,3,26.0
60620,2,2,3,1,634,4,3,39.0
60621,2,2,3,2,819,2,5,0.0
60622,1,2,3,2,258,5,3,0.0
60624,1,2,2,1,3555,3,3,2.0
60625,1,1,3,1,604,4,5,3.0
60626,2,2,3,1,1056,3,3,0.0
60627,1,2,2,2,692,4,5,0.0
60628,2,2,2,1,247,3,4,31.0
60630,1,2,2,2,994,5,5,0.0
60631,1,1,1,1,733,5,5,0.0
60632,1,2,2,2,2422,5,5,5.0
60633,2,2,3,1,717,4,5,29.0
60635,1,1,3,1,2614,4,3,0.0
60636,1,2,2,2,2147,5,4,38.0
60637,2,2,2,1,328,5,5,159.0
60638,2,2,3,1,971,3,3,31.0
60639,1,2,2,2,3829,4,4,12.0
60640,2,2,3,1,859,5,2,76.0
60641,1,2,2,1,759,2,2,2.0
60643,1,2,2,1,3023,1,1,0.0
60645,1,2,1,1,721,3,3,0.0
60646,1,2,3,2,705,1,3,0.0
60647,1,2,2,2,248,3,2,15.0
60648,1,1,3,1,447,4,1,26.0
60649,1,1,3,2,179,5,4,14.0
60650,1,1,3,1,2296,3,5,9.0
60653,1,1,3,1,1099,5,4,0.0
60654,1,2,2,2,2380,5,4,16.0
60655,2,2,2,2,271,1,5,0.0
60656,1,2,2,2,2657,4,4,0.0
60657,2,2,3,2,925,3,4,4.0
60658,1,2,3,1,236,4,4,0.0
60659,1,2,2,2,2287,5,4,0.0
60660,1,2,3,1,551,4,4,0.0
60662,1,2,2,2,1090,5,5,0.0
60663,1,1,3,1,550,3,2,10.0
60664,1,1,3,1,2288,2,2,35.0
60665,1,1,3,2,1205,5,1,0.0
60666,1,2,2,1,1440,2,2,83.0
60667,2,2,3,1,325,1,5,0.0
60668,1,2,2,1,3966,3,3,67.0
60669,2,2,3,1,738,4,4,21.0
60670,1,2,2,1,3659,3,3,4.0
60671,2,2,2,1,2342,4,5,71.0
60672,1,2,2,2,3023,4,3,0.0
60674,1,1,3,1,834,1,4,0.0
60676,1,2,2,2,3258,5,4,11.0
60677,2,2,2,2,967,3,4,5.0
60678,1,1,2,1,1085,4,4,0.0
60680,2,2,3,1,176,3,3,17.0
60681,1,2,2,1,2947,5,3,0.0
60684,2,2,3,2,1325,3,2,21.0
60685,1,1,3,1,308,5,5,9.0
60686,1,1,3,1,197,5,5,7.0
60687,1,2,3,1,2125,4,4,0.0
60688,1,1,1,1,1020,1,2,0.0
60689,2,2,3,1,163,4,3,0.0
60690,2,2,2,1,293,2,5,0.0
60691,2,2,1,1,1118,3,3,27.0
60692,1,1,1,1,89,4,4,0.0
60693,2,2,3,1,290,5,4,0.0
60694,2,2,3,1,474,4,3,5.0
60695,1,1,3,1,1055,3,3,0.0
60696,1,1,3,2,1379,4,3,1.0
60697,2,2,2,1,1061,1,4,0.0
60699,1,2,2,2,3953,4,4,0.0
60701,1,1,3,2,760,5,4,0.0
60702,1,1,3,1,449,2,5,0.0
60703,1,1,3,2,1192,1,3,21.0
60704,2,2,2,2,1892,4,4,0.0
60705,1,2,3,2,925,5,5,0.0
60706,1,2,2,1,3637,3,3,10.0
60707,1,2,2,1,2542,3,1,0.0
60708,1,1,3,1,1839,1,1,10.0
60709,1,2,2,2,930,5,5,0.0
60710,1,2,2,2,2788,3,3,4.0
60711,1,1,3,2,990,4,3,0.0
60712,1,1,3,2,1598,5,3,0.0
60713,1,1,3,1,2342,1,2,0.0
